CEP57 RS18
EPAS1 MCM3
BCL2 RAF1
CCR10 IL8
ING2 SMUF2
ARP5 NFRKB
GRB2 MYL6
2A5A PP2AA
GSK3A KPCD3
IKKB TNAP3
BIRC2 RAF1
ACTG NCF1
MED10 MED12
ENSA SYUA
RNF37 UB2D3
ATPB PIN1
DVL3 HOMEZ
CPSF1 MYC
ESR2 RL29
SUMO4 ZPR1
CO1A2 ITA4
PARK7 TRAF6
CSN8 CTNB1
SF3A1 WBP4
GCR RAD9A
IRS1 MK01
AP2B1 ARRC
TMOD4 TTC4
B2CL1 GLOD4
RL7A RS28
PRS4 PSMD1
RAC1 VCAM1
F107A VIME
1B07 THIC
GSK3B RS2
ACTN1 SRC
BRK1 CYFP1
1A01 BAG6
A4 RSPH3
B2LA1 BIK
DYR1B SI1L2
EZH1 ZMY11
CDC42 LEG1
RSF1 SP1
ARL4D NDRG1
CSN5 FUS
KBP ZN638
RL4 RS2
TCPB TCPZ
CDK2 GRP75
NDUBA NDUS7
CUL2 KDEL1
CKLF5 HNRPK
FLNB NCK1
RNF37 UBE2H
SPTN2 WASF1
CHM4A CHMP5
APC4 CCNA2
MYOG RPB3
CHD3 CREB1
KAL1L NRF1
CCD14 CEP63
ANM5 HS90A
PRC2A SYQ
KPYM RCC1
ARHG6 ARRB2
PAF TERA
M4K4 MYD88
ARI1A SRC
SF3B2 SF3B3
RL12 RL15
NOL8 PTBP3
TBA1B TBB2B
ITA4 LYN
PDS5B RAD51
KT33B UBP15
FBN2 MFAP5
RL30 VCAM1
NRF1 TDG
RGS14 XPO1
FBW1B PDCD4
M3K3 PIHD1
CELR3 RGAP1
JUN PP2AA
CDC5L TIF1B
NRF1 TRUB1
SRPK2 TR150
IGF1R M3K5
TAF10 TBP
GRP75 ILK
PAN2 RL10
FBLN1 HBEGF
KCC4 TF65
LRRK1 S10A8
I12R2 IL12B
TR10A TRAF2
PDIA1 UBL4A
BAG4 DNJC7
ASB3 TR150
MED6 MED7
KAPCA SYN1
IF1AX PINX1
CXA1 UBQL4
3BP5 DYST
LRP1 NOTC3
PHLB3 SIR1
STA13 TAXB1
TRIM8 UB2D2
MK06 PHC2
CN166 RPB1
ASH2L CHD8
MYC PRKDC
EF1D KS6A1
K1377 NAT9
SPR2A WRP73
POLH TBB5
KCC2A SRF
BPNT1 IKKE
ATPA ATPF1
DHX9 FBXW4
RBP2 SUMO1
PLAK XRCC5
SYIC TCPE
MY18A SFTA1
CCD53 PCM1
F115A WIPI2
SUMO2 SYF1
DPOE2 TLE1
PFD1 RIF1
ARPC4 ELAV1
BAG3 GPKOW
E2F3 TRRAP
RUNX2 XRCC5
CDC37 GRK5
ESR1 NAT10
A4 PRS23
OSBL8 TFCP2
CAD15 CDON
ESR2 STK31
CD20 TNR5
PAXI1 THOC4
1B07 K6PP
IL5RA SOCS7
EF1G PTPRS
ALBU JARD2
RPC9 VAV2
CDK9 ZC3HD
PAK2 PSD13
BAG2 NUDC
PRGC1 ZHANG
CBX5 ZN649
BCCIP H2B2E
I2BPL SUMO2
IKKA TNIP2
FBF1 IFT20
ELAV1 JARD2
AQP3 CAV1
ITA5 LAMC1
SYT1 VAMP2
GNAO PA2GD
CYTB SARNP
PI4KA PLCB2
DDX23 P73
PSA STRAP
1433E CRTC1
HDAC3 SOX2
CTNB1 SMAD3
STX3 SYT7
RM13 RM23
EZH2 JIP2
GANAB UBA5
RM01 SOX2
DOCK5 TCPA
IFNA1 IRF9
AT132 CYGB
ABI1 SYNE2
OTU7A VHL
SOX2 TBB2A
AKA12 PDE4D
CD3D CD8A
CCNA1 EIF3F
ELAV1 GIT1
M3K1 RS16
AAKB1 FA10
BRCA2 HM20B
ARP5 MCRS1
1433S P3C2B
A4 IF2B
RN152 UBE2N
NC2B XPO1
BAG1 LRRK2
KPCA TRPC3
MSX2 PIAS2
NTRK1 PTN6
PSA2 PSA5
ARHGC TEC
RUXF SRRT
KAT2B UB2D3
MVP STN1
DLG4 DYL1
DHX15 RBM5
ESR1 NDKB
RASF9 TCOF
CUL1 RL28
MYB PCD17
B2CL1 TPR
MDC1 WDR33
CTNB1 LAP2
HDAC6 PTPR2
GFPT1 KPCA
SC23A UBXN7
SIR7 ZO2
RL11 RS10
HDAC3 NR2C1
NID2 SKIL
ABL1 DYN1
H2AZ PAN2
BAG6 MET23
GALT TMED9
PSA5 PSMD8
PELI1 SRPK2
HIF1A RUVB2
DCC RS4X
TECR UBL4A
ATPG TCPH
CK084 GRB2
TOP2B TOPB1
RL37A RL7
SOX9 TRAF2
ABC3G PEBB
MPP6 SSR3
ACTN2 ACTN3
GNAI2 LPAR3
AAKB1 DDX20
IRF3 MK09
TERT UBD
GBRL1 S10A8
AKT2 TRIPB
KI13A MCAF1
CSN4 DCAF8
GEMI4 PAF
MOB1A MOB1B
KI13B MARK2
EGFR NFIP1
CAP1 MCM4
BMI1 RN114
FINC TBB4B
NCOAT TPM1
AKT1 RNF11
MARH1 TFR1
FOXO3 RAD17
CE051 ELAV1
IL1AP P85A
PRP31 PTBP3
ARNT ESR1
CDC73 RRAGA
EF1A1 SYSM
STK24 TCPZ
FHIT LEF1
ILF2 MYOF
THOC5 XPO4
AKAP9 TULP3
CSF1R SRC
RN216 TLR5
1433T IQGA1
KPCA OPRD
DNJA3 GRP75
MLTK ZN593
TELO2 TTC3
LN28A SRP14
CO2A1 COMP
CBX3 NSL1
JAK3 TF2B
NKD1 PP2AA
ELAV1 RD23B
DCAF6 SMUF2
CC85A STMN2
NOMO1 PLEC
F10C1 LPPR4
HNF1A PHS
GBRL1 RS16
CNBP PCBP2
EGFR IQGA1
LSMD1 NAA35
1433E KCNH2
ATX1 DZIP3
IPP2 NCDN
BECN1 NRBF2
CRCM EFTU
ACTB COR1C
IFT20 IFT57
IL2RG IL4RA
LRSM1 RN111
TERA UBX11
APH1B PSN1
PDK1 ROCK1
COPA TMED9
EP300 NPM
CUL3 PUF60
CHSS1 ELAV1
CBX1 EMSY
CBL GLCM
EF1A1 SRBP2
DAZP2 SQSTM
DDX10 SIR7
KPCD1 KPCE
DCD OXSR1
EGFR UBP8
CDC37 KSR2
ERBB4 STA5B
CH60 SUMO2
FANCA XPF
FLOT1 GBG12
CUL5 RS3
GRB2 SOCS7
TBA3C VHL
RL7 RRS1
FBX38 HS90A
NU153 RAN
DEST TTC1
IF4A2 RPAP2
PIP WBP5
ELAV1 RN149
GNAI1 RGS7
CAH9 SUMO4
E2F1 NRF1
FAK1 NACAD
KAT2B MYOD1
HS90B MINK1
FAK2 MYH2
GSHR NAMPT
OXSR1 PSMD3
DVL2 TPM3
NR1H2 ZXDC
CRY1 GRN
CASP3 FBW1B
CATA DHB4
CD2B2 S10A6
KPCZ PAR6B
P53 RSMN
MDM2 VIME
F10C1 ZN830
ADRM1 RPN1
SARNP SYYC
CUL4A TIAR
SAM50 SSBP
DALD3 ZDH17
BPTF CBX6
AMPH WASL
AREG S10A5
NF2L2 NFE2
CX3C1 CXCL3
RL10L RS15A
DRD3 GNAI1
EEA1 ZFY16
NRF1 PACS2
CSTF2 PARN
ARHG6 PRKDC
HDAC9 NCOR1
NDK5 TF65
PSA1 PSMD8
RL6 ZN395
DZIP3 PP1A
AJAP1 CTNB1
RL3 SUSD4
KIFA3 NPS3A
MED10 TMLH
ESR1 MVP
PTN12 SMAD5
ATG4C SPTC1
BRCA1 MED13
MITF PIAS2
TSYL5 UBP7
AGO1 AIP
CN166 EI2BG
ATX3 HDAC3
A4 RB39A
MED19 RADIL
CYTB MLP3A
CBX2 CENPE
EDF1 PPARG
ITA4 SYIC
LARP1 NP1L1
RNF41 UB2D3
IL16 KCNA3
FXR2 TRI29
HDAC6 OAZ1
TRI46 TRIM8
TBB2A TBB4B
CACO2 SHC1
RPC10 RPC2
AGFG1 ZPR1
B2CL2 HRK
MYC TF3C3
CEAM1 CEAM6
ASB2 HS90A
GBRL1 KEAP1
E2AK4 PSMD2
TXNL1 XPOT
ACTS CALI
GLT14 MUC5A
GRB2 PAIRB
NENF RM23
KRT84 SLX1
CPSF6 WBP4
PRP8 SMD1
DDX5 SF3A1
HS90A POLH
LGR4 SCAFB
A4 ATCAY
1433E KS6A1
K0664 SUMO2
ANPRA PSN1
CADH9 CTNB1
RS13 RS21
PAF SNF5
PGH2 PTGIS
ILK RPB1
SPERT TSC2
GRB2 UBP8
KPYR PAK1
ACTG VASP
ESR2 P121A
DNJB1 ZNF16
BCCIP ITSN2
RGAP1 TANK
ADR1 MYC
MED24 TRRAP
HSP71 NMDZ1
HSPB1 KS6A5
RS11 STK25
RS11 RS17
SMD2 STK24
P53 TRM11
S100B S10A1
BIG3 EGFR
ETV5 RFWD2
ELOC SPSB1
REN3B RNPS1
SAE2 SYUG
1433Z ADA23
MYOC TNR1A
RASF3 STRN3
RFA1 RFA2
ASCC2 RADIL
MBTD1 SUMO2
KC1E PAIRB
CCNB2 CDN1A
GCP4 LZTR1
HS90B NPM
ABL1 KI67
GRAP HD
IRS4 P4HA1
FBSP1 NOS2
MYOME PDE4D
MLH1 SBP1
CARM1 DAXX
NKX23 ZN212
GEMI4 NRF1
KLF16 PTBP3
BDNF NCAM1
A4 THAP3
P53 TOIP2
RL22 RS21
CAND1 IF2P
F174A LCK
DDX21 TOP2A
ANK1 OBSCN
PFD1 PRP4
RFA2 STRUM
TF3C2 TF3C5
CPSM H2AX
ECI2 TYSD1
CFTR RNF5
SETD2 SYNJ2
CACO2 RIN1
EFTU RL23A
A4 SPAS2
FEM1B RAD9A
CEP57 CLH2
ARL1 GCC2
FTO LDHA
MBP TBK1
EVI1 SOX2
CREST SMAD1
SCO2 STOM
RIOK2 SYLC
H14 IL7RA
TEBP TERT
AKAP1 KAP0
5HT2A NTRK3
PTPR2 UBQL4
APC11 NRF1
HCD2 PAF
ATP7B HPT
GLYC GLYM
MCM6 PMS1
IFIT1 S10A7
MYOG TAF6L
BCAR1 CDC42
ATG12 DOCK9
E2F3 INT6
PIN1 WEE1
RL31 WBP5
RL4 TBA1C
ULK1 ULK2
ARRB1 H4
HNRPU ITA4
ATP4A VAMP3
ATX1 PUM1
CALX MTR1A
ATG5 UCHL1
DCAF7 KC1A
1C01 TANK
A4 CG038
DNM1L ESR1
CAZA1 IKKA
FA98B PAF
NFKB2 TNR3
SLX4 TTL12
LYN TYK2
IGSF8 TBB4A
IL3RB ITB1
MY18A VCAM1
ASB6 DCNL1
EPS15 UB2E1
RPC1 TEBP
UBQL1 UBXN1
DHX15 HDAC5
CND2 DDX3X
AT1A3 CELF3
ARP2 CD44
CTNA1 SUMO2
ESR1 PNRC2
EF2K RS16
PP2BC THAP7
LRAD1 PPLA
NCOR1 SMRC1
PK3CG TPM2
AP2B1 SMAD4
MYH9 MYOM1
EF1A1 STRN4
DDX3X ICAM1
NEMO RS10
IKKB SRC
P53 TRI27
NRF1 ZXDC
CPNS1 FABP5
MDM2 TRI33
G3P GBRAP
FAM3C RMD3
ANXA2 CATA
BTK KS6B2
HDAC1 PAAF1
GEMI2 HDA11
PIAS2 SIR1
EF1G NCK2
DUS10 MK08
ATG7 GBRL1
MGN YBOX1
LMNB1 NDEL1
CSK22 PTN1
EP400 MRGBP
PRAM SKAP2
FUS PTBP1
IFT57 MD1L1
BZW2 ELAV1
CAND1 RL18
A4 ELK1
CNBP1 PLAK
FBX6 NDUA9
NXNL1 TERF2
LRRK2 MKNK2
NOS2 TNAP2
B2L14 MELK
TF65 UN5CL
EIF3L VCAM1
SF3B5 SMD1
DAF PHLD
AP2A1 RBP1
AMBP PK3CA
PSA TRAF6
COX2 PSA1
NU160 SEC13
PIDD RIPK1
MMS19 WNK1
PI4KB PLCG2
ANRA2 RFX5
ACAP1 IFFO1
HPPD UK114
FA76B SRPK1
CUL3 RL35A
CSK KAPCA
EF2 PUR4
GT2D1 SUMO2
BIRC2 MAVS
THTM UPP1
DCTP1 HERC4
CNBP1 TPR
NOP58 UT14A
CRML KC1D
OBF1 PO2F2
NRF1 ZN554
ILF3 MAGAB
MYH9 PHKG2
NRF1 U2AF4
A4 VASH2
FANCC SPTA2
TPM2 TPM4
DOM3Z XRN1
FINC VCAM1
PLK3 VRK1
DNJB1 PUR8
HP1B3 VTNC
CPSF5 DNM3L
PAX3 WWTR1
CD44 ITB1
ACSF2 AR6P1
COPG1 NRF1
TIGD1 ZDH17
AT1A1 NDOR1
OPTN WDR20
AURKA PP1A
MYC UTP15
1C01 GANAB
MET PTPRB
APR B2CL1
DNJA1 HMGCL
ITA2B VASP
SHLB1 WDR36
BECN1 SNX4
ABCE1 UBS3A
AKT1 KPCT
FKBPL MLF1
APC7 UBE2C
BRD7 LAMA4
LAMP2 VATB1
SYLC VCAM1
BMI1 SRPK2
CBP HXB2
PKP1 SUMO1
AGO4 DICER
ILF3 RM17
KC1E S10A7
PSD13 UN45A
H2AZ KAT5
GHR PTN22
ACTN2 NRIP1
NSD2 SFPQ
LRRK1 VAPA
CSN5 EDNRB
LIMS1 SNW1
CHD4 SATB1
PSA2 RU2A
CHD3 NS1BP
CD81 EIF3F
TRI27 UBE2K
CAND1 TSR1
CHD3 LC7L2
DAZP2 FA46B
CD2B2 MAGD1
M4K1 SPY1
HSP7C UBS3B
HDAC5 PIMT
RU2A STALP
IL1AP IL1R2
CRCM CUTA
ATR BRCA2
UBP5 XIAP
EZRI TF3C4
CSK2B RAD
ELAV1 K0528
DDX17 GBRL1
1433Z ATPA
KGUA UBE2Z
TGFR1 TTC1
EI2BD IF2B
NPM PAPOA
PP1A SNF5
FKBP8 PSMD6
ARF6 MPP5
RFA1 XPA
LARP1 VWF
MRE11 TERF2
NPBW2 NPW
CAH2 CAH9
KAT5 RED
CDK9 MYBB
GRP3 RRAS2
CCNE1 CCNE2
RRMJ3 SUMO2
IRS1 SH2B1
CDC5L SETX
HNRCL RFA3
BARD1 CO1A1
GASP1 VIPR1
CND3 DNM3B
CC130 ZN165
PERQ2 TADBP
CBL SRBS1
BIRC8 UB2D2
CRP RL13A
CASB PLK1
SRSF1 U2AF2
DMB TEAD1
PSA7L PSB8
RFA1 SNAA
ML12A TRAF6
KLF5 NFKB1
BTBD2 TOP1
MCM6 TONSL
BAG3 RT10
MDM2 SERPH
CSN4 STIP1
SRPRB TMED4
EF1G SYCC
CH60 LRRK2
BRCC3 E2F5
PPIF RM14
DLG3 EXOC4
RL18A RL24
MBD2 SIN3A
HNRPU RM23
SOCS1 TIE2
LASP1 LPP
TELO2 TRRAP
RNF11 STALP
GLI3 ZIC2
CO4A5 ITA2B
KHDR1 SRRM1
TYY1 ZN232
CUL3 KLHL9
IF2B1 IFIT1
CSK RS27
MED15 UBP2L
ASXL1 GRB2
OXSR1 VIME
ICT1 RT27
RIPK3 XIAP
RA51C RA51D
LIN37 LIN54
CNN3 DDX10
CV025 ELAV1
ATG5 PAK1
PAPS2 TF3C4
ING1 RBBP7
PP1A PYGM
ACTN1 CSRP1
MED16 TCA
NUPL2 TAP1
TF2AY TLX2
EP300 PROX1
UBP45 YLPM1
RAC1 SERC
AFF1 SIAH1
F16P1 LNX1
GBRL2 PSMD1
EP300 STAT1
GPVI TGFI1
CDK4 GFAP
FAK1 TSC2
SRSF2 YAP1
HNRPU RELB
CHD6 TOLIP
ATP7A CERU
AP3M2 GRK5
DIDO1 TNKS2
HSPB1 HSPB8
NFKB1 TNIP3
CSN5 EFHA1
A4 TXND5
3MG EP300
HAP1 RIF1
MK14 RS14
ASAP1 TEC
NRF1 RAD50
ITA4 RAC2
IGF1R SOCS1
GBRL2 RL10A
EIF3D RS9
GANAB SGK1
PDC10 PUR4
CT094 RPN1
NUBP1 RCCD1
MDM2 SMCA4
CFTR FLOT2
RASA1 SRC
CML1 TPST2
INSI2 SCAP
MCF2 NDKA
M3K3 TCPH
GBRL1 NEK9
1433F MEX3B
MCTS1 S35B2
ILF3 VTNC
GNL3 OAS3
H11 PA2G4
CHIC2 PKHF2
EF1A1 TGIF1
INADL PRD16
PARP4 PRAF3
H14 SIR7
HNRPU MTCH2
ILF3 RS23
6PGD LDHA
ATF4 INSR
TNFL6 VINEX
STOM SUMO2
GSK3B RS23
MAP2 SRC
MO4L2 MRGBP
IQGA1 UBS3B
PSB2 PSMD1
PRP4B RPC6
G3P SUMO2
DYN2 PROF1
DLG1 SRC
1433T AL7A1
SCNNA WWP2
PRS8 SRRM2
IL7RA PTPRC
DHX9 NUCL
NU214 VPS4B
CTNB1 PTEN
RENT1 TMX1
MDM2 TS101
RU2A ZBTB1
EZH2 MAPK3
RIF1 TERA
CASP8 M3K14
APBB1 NEDD8
SKIL TRI69
PSD7 VIME
ELAV1 HNRPC
OSTP RS13
DYR1B MK01
ICT1 LETM1
IF5A1 MVD1
DNJA2 TERF2
A4 CINP
LATS1 PP6R3
HMMR TBB2A
ANR12 GRP75
LAP2 NR2E1
FMNL RHG04
MK03 TNR16
DREB ZC3H4
IGF1R NEDD4
NR4A1 PELP1
BYST RRMJ3
ANXA2 APOH
H4 HAT1
BOK NOA1
RING2 SENP3
CUL1 RMTL1
ICAM1 RS13
RAGE SC61B
ICT1 PTCD3
HDAC5 SF3B3
MAGB2 RS19
RL37A TRIM9
TLE2 UTY
LATS2 NU160
BAG6 UBL7
RS6 STK24
CELR3 K0664
CAF1A TIF1B
HS90A WNK4
MP2K7 RL30
SF3A1 SF3A2
M3K3 TBB3
ARBK1 RLA2
HDGF INT10
FANCG RTN2
PTBP3 TCF20
MET VAV3
ERF3A XIAP
CCD56 COX6C
3BP5 MK12
CD2A1 FINC
AURKA LATS2
CDN1A PARP1
CSN6 RS14
RCN2 RIPK1
GLCNE KCD12
PRAF1 RASH
NDUS2 PHB
2AAB INT6
CP250 DBPA
BMR1A HS90B
DUS8 MK12
BSCL2 SUMO3
JAK2 M3K11
TNR3 TRAF2
CDN1A INP5K
2A5G NRF1
ATPK HAP1
ENOG NDUS7
RU1C SRPK2
SREK1 SRSF1
NC2A SRPK2
PI42B SYNJ1
REC8 SGTA
CDK2 RRAS2
COPE TERA
CH004 ELAV1
HNRCL SRPK2
NCS1 PI4KB
SBDS TYSY
ITB4 PAXI
BRE1A PSMD3
RASK SHOC2
H2A2A UBE2H
GBRAP MDHM
PRP19 RFA3
TNNT1 UB2D1
P2R3A PPP5
GA45A PCNA
PRL PRLR
ESR1 PARP1
HDAC2 RNC
PPIL1 PTBP3
HSP72 TTC1
EXOC6 NOS3
ACAD9 ATPD
CDK4 TCPQ
CCR2 JAK2
1433Z RBM25
CUL5 HNRPR
ATG7 TF2AA
BMI1 TDRD1
HSP71 IKBB
CENPV FYN
RS7 WIBG
DDX47 MLH1
HNRH1 SMRCD
GBRAP HAT1
GRP75 RNZ2
SFPQ TIM9
RM12 RM37
FBW1A FGD1
MDM2 UB2G2
H2A1 RYBP
DDA1 ETFA
AT1A3 EPN1
NUDT5 RRMJ1
1433E EXO1
A4 RCAN1
GBRL1 TBA4A
INT3 PKCB1
GBRL1 WIPI3
ANXA7 TAF5L
CUL1 KCRB
ERMP1 SUMO1
GBRL2 STRBP
AAPK1 S10A8
MMGT1 MRP2
C1R CSK21
BIRC7 CASP3
CC85B EURL
CASP9 CRYAB
BACD1 LNX1
MET18 TCPA
EF1G TOX4
MCM5 ORC1
CSN6 RRP12
CDC37 SYTM
CSN5 OSTP
CSKP NRX1A
EGFR RCD1
RS14 RS7
AKAP8 HDA11
EED HNRPQ
JAG2 NOTC3
ANM1 CDK2
ABCBA LTOR2
GRB2 P53
H31T IKKA
ENC1 RB
SOX2 SP16H
CASP3 PAXI
DYN2 TIAM2
CTNB1 NEC1
BECN1 FA7
KAPCA TAU
RN216 UB2L6
PYR1 TNR1B
1433G KIF5C
AAKB1 RCC2
HS90A KCC2D
TDIF2 TDT
ELAV1 FOXA1
BECN1 EXOC4
CYHR1 MK09
DAB2 GRB2
LETM1 TBK1
MYC RBM39
CCD56 RDH13
CHIP MITF
ECM29 MYH7
LATS1 LATS2
RET1 SIN3A
HIC1 ITF2
RELB TIM50
ANK2 OBSCN
NCOA4 TF2B
CUL5 DNM3B
ELAV1 EPT1
SCNNB SGK1
UBP10 WAPL
ARHG7 FYN
AMYP IGF1R
IRF3 TF65
FXR1 TDRD3
RL6 RS4X
GBRAP RL19
NOP56 RS8
1433Z ELOA1
COPT2 VKOR1
CDN1A DOCK7
SRPK2 VAV2
PTPS SMUF1
P53 TBA1A
RN167 TITIN
PCBP1 ZN830
SRPK2 U2AF1
ADRO NEDD8
SMAD2 TBCD1
NRF1 PEN2
ESR1 RS24
ARI2 PAPS2
NCAN TENR
EP300 SMRD1
BBS4 EPAS1
RBP56 TPR
M4K1 TM101
SIN3B ZBT16
PHF5A SFPQ
MK08 RET
CREB3 TSN4
RENT1 RPB1
CUL1 FBXL8
MYO5A PERI
DBC1 SUV91
EPG5 MCAF1
EZH2 RUNX3
ITA4 RL9
CCR2 CXCL2
1433S MARK1
CC85B ZN426
DHX9 FBX46
ELAV1 WDR55
ITB4 KPCA
CDK2 IF2B3
HS90A KC1E
CLH2 ESR1
NRF1 YIPF5
MK11 MKNK1
ARRB1 PPIA
CHSTF HCK
RECQ4 UBR2
HNRPC STX1A
NRF1 SMC5
PTPRJ VGFR2
FADD MOES
BMPR2 TRPC1
ARP10 LMNB1
A4 USF1
1433B MP2K2
OCLN SMAD4
DLDH RM37
KAP2 SMAD4
SMAD9 SYQ
RL31 VCAM1
RL28 RS23
MYPN TITIN
ELAV1 ZBT46
PAXI1 ZN251
RFA3 RFC4
F119B HS90B
CI078 NUBP2
PFD3 PP2AB
HES1 TLE2
GBRL2 TGM3
METL8 NRF1
SGTA WSB2
FYN P85B
TFG TSSK2
CD79A PIGR
TELT TRI63
UBP34 ZRAB2
DPOLA RAE1L
SNW1 TBA4A
DPYL1 PA2GA
APOE ECSIT
CHIP HDAC6
PSMD8 RS8
GBRL2 IF2B3
RS14 RS23
CSTF2 NU153
CASP7 UBE4B
CHK1 DNMT1
PRGC1 RXRA
BRPF1 TF2H1
NRF1 RAD21
CASL RPGF1
BCR RASA1
PCNA RFC1
HUWE1 UB2D1
NRF1 PDXD1
RASA1 RHG35
DYL1 SYUG
HD SYPH
NR0B2 SMAD4
DDX24 MGMT
EED MYH10
LGR4 SCRIB
CSN7A PGH2
NCOA6 TF65
CO5A1 ITB8
KS6A6 MASP1
JAK1 TSHR
DPOD3 PAF
FXR2 PUR6
CRBA2 CRBB1
PARD3 SMAD7
AGO1 GBRL1
MED8 RBX1
FGFR1 PDGFB
CAPR1 PIN1
PPIH SART3
EWS VPS72
DPOA2 POP7
ITA3 PARVG
RIR2 TS101
HOIL1 UB2L6
RL12 RL31
AT2A1 TNR1B
NET1 UNC5B
HBXIP SKP1
CE054 MT21A
MED26 TAF4B
APBP2 WDR24
BAG3 HSPB6
LAP2 MRP4
HSP71 WDR16
CD7 IKBA
PAF TC1D3
TRI31 UB2D2
FAD1 GEMI4
EXO1 PCNA
EIF3A K2C7
PTN23 RANB9
CDK6 ZO2
NEK6 RUVB2
HDAC2 ZBT7A
HCK JAK1
GNDS RIT1
P53 SUMO1
EZRI GNPI1
DRD3 GIPC1
AKP8L IRS4
EXOS2 EXOS5
EP300 H32
LIPA1 PP2AB
SF3B2 SMAD2
CA086 FANCC
CSN5 STAT3
REG3A TRHDE
ECT2 PP6R3
RU1C WAP53
CAND1 HSP77
OLR1 TCPH
ATN1 TERF1
ANFY1 EZH2
RASH RGL1
ALDOA GALT6
CPSF5 GBRL1
EMD PERQ2
AMPD2 SUMO1
EGFLA HECW2
UBA5 UBP5
SETD3 SRPK1
HN1L SEPT2
HERC1 KCMF1
U119A UBC9
KCNE2 KCNH2
A4 GEMI8
GCH1 RLF
MCRS1 NFRKB
AURKA HS90B
2ABB PABP1
AT2A1 DP13A
KITH ST1A3
PP2AA PRKDC
1433E RAF1
RS26 RS30
PSB5 PSMD3
1C01 NUDC
HDAC2 MD1L1
TLK1 TLK2
A4 FANCM
APC K1C19
ARBK1 HS105
CR1 CR2
ROA2 SF3A2
EF1A1 SMAD4
K0146 UN13A
TOX ZDH17
ARRB1 RL7L
TBA4A VDAC1
MED30 STN1
CRK ERBB3
CDX2 SNF5
CSN1 NOD1
DYL1 RAE1L
FEZ1 JIP2
TCF25 XIAP
EPHB2 TP4A2
ITSN2 MBNL1
ITB3 PARVG
BCCIP CAN1
APC F214A
PRS6B PSB5
REN3B WIBG
PDPK1 SNF5
CRK DNLI3
FBX6 PRS7
RUNX1 SIAH1
A4 EEPD1
PAN2 RCN2
HDAC2 IKZF1
RL4 VCAM1
DYRK4 HS90A
TRI25 UAP1
HMGA2 KPCA
HNRDL UBE2S
CP250 RBM14
CRCM VHL
LITAF STAT6
DUS23 KBTB7
CDN1A CDN1B
SNP23 STX5
CDK9 RUVB1
MED28 UBP49
MED11 MED22
CUL3 PLOD3
CUL5 TBA1C
NSG2 RS27
AKT1 STK4
DDX3X RS7
1433E K0232
FLNC RL10
APC PNISR
PIAS1 SUMO1
CDK8 SMRC1
IKKE MAVS
GLI2 WNT3A
TGS1 XPO1
CBP P73
PARVA UBE3A
HAND2 PHX2A
RAP1A SMCA4
NTRK1 SRBS1
IL16 TRIP6
KS6A4 MP2K1
AVR2A BMP4
KAT2B KLF13
1433G P53
CLP1 CPSF6
CDC5L VP33A
ARHG7 MK03
EGFR PRGC1
CLD2 PIAS2
PSB3 UCHL5
EEA1 RB22A
ARBK1 EGF
MPP8 SH3B4
PRS8 ST18
IFIT1 SMD3
ATRX PTN
FEZ1 REN3B
RUVB2 UBXN6
FCG2A TNR11
ACTS CDK2
A4 BSND
CAND1 RBMX
DDX21 E2F3
MEP50 RUXF
1433T TPIS
GHR SOCS2
GBB5 GBG13
AAKB1 GTR4
NSD2 PSPC1
HDAC3 SRC
MK14 MKNK1
CAF1B SOX2
ARI2 PTN
MK01 VINEX
FERM2 HNRPK
8ODP RMTL1
FRDA MPPB
3MG AATM
FOXO1 RARA
PUF60 UGPA
CHD1 HDAC1
RS14 VRK1
NRF1 TM14A
PSA6 PSB6
CD3D CD3Z
PM14 VHL
ABL1 EGFR
NCOR1 NR1D2
BTG1 FBW1A
RSMB RU1C
MPH6 U119A
AP2B1 SMUF1
U2AF1 VINC
RRMJ3 SRPK3
EF1D VHL
MAML1 SMCA4
PERQ2 RBM12
PSA7L PSD7
FEN1 MUS81
SMRC2 STAT2
HCK VAV2
MK13 PP2AA
NCBP1 NS1BP
IF1AX VHL
JAK3 SHB
AFG32 BTK
SMUF1 VGFR1
INS RB
RPA34 TAF1C
CALM STRN4
CGHB FSHB
NDUA7 PDLI7
LTOR3 RM22
ATCAY UB2D2
DHX30 SUMO2
PARP1 RARA
IL7RA STAT3
LRC47 TCPG
FBX25 LUC7L
AMOT FOXK1
E2F1 LEF1
CLC2D KLRB1
TRAF3 ZMY11
DPOD2 LSM6
PR40A WBP11
NEMO SUMO1
FBX6 G3P
APC TF7L2
LTOR3 RALB
BMI1 STAU1
RXRB THA
SMUF2 TFPI2
PDGFD VGFR1
NFKB1 SUH
PML RNF4
ANM5 FNBP2
ARRB2 NOLC1
NSD1 RORB
GIT1 GRK5
DDX17 ITA4
DNMT1 HSP74
PARD3 RASFA
CCDC6 KPYM
ANM1 TF65
ESR2 RS27L
FOG1 GIPC1
CBL TBA1A
APLP1 GSTM4
MKLN1 PE2R3
FADD MK08
NEDD8 SDOS
IF16 SP1
AKT1 PK3CD
KDM1A MTA3
M4K3 SH3G2
FADD IL1R1
CK084 SUMO1
CCG2 GRP3
CAV1 TRADD
AGRIN ATX7
CBL TIE2
1433Z EF2K
1433Z WEE1
HEMO P63
ATG4B MLP3A
NRF1 PRS6B
RS3A TRAF6
FCGBP RAB10
GAB1 SOCS6
SAHH2 TTC9C
CCNE1 CDN1A
CD2A1 RIN2
CEP76 RT11
